Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,PromotionStagnation,IncomePerYearExp,CompanyTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
26,1,16,4,1,3,2,2373,2,1,13,4,1,2,3,2,0.0,395.5,0.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
28,0,8,2,4,3,4,3310,1,0,21,4,0,3,3,3,0.0,551.6666666666666,0.8333333333333334,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,0,10,4,3,3,1,18665,9,1,11,4,0,4,3,2,0.25,811.5217391304348,0.13043478260869565,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36,0,3,3,3,3,2,4485,4,0,12,4,0,2,3,0,0.7777777777777778,407.72727272727275,0.7272727272727273,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
31,0,5,3,4,3,2,2789,1,0,11,3,1,5,2,2,0.6666666666666666,929.6666666666666,0.6666666666666666,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,1,4,4,4,2,4,5828,1,1,12,2,0,0,3,7,0.7777777777777778,647.5555555555555,0.8888888888888888,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
37,0,9,3,2,3,4,2326,1,1,12,3,3,3,2,2,0.2,465.2,0.8,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
42,0,26,3,3,3,2,13525,5,0,14,4,1,2,4,4,0.19047619047619047,563.5416666666666,0.8333333333333334,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18,1,3,3,3,3,3,1420,1,0,13,3,0,2,3,0,0.0,1420.0,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
35,0,16,3,3,3,2,8020,0,0,15,3,2,3,2,9,0.5,616.9230769230769,0.8461538461538461,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
36,0,18,4,3,4,4,3688,4,0,18,4,2,2,3,0,0.0,737.6,0.2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
51,0,2,3,4,1,2,5482,5,0,18,4,1,3,3,1,0.2,391.57142857142856,0.2857142857142857,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
41,0,2,4,4,3,2,16015,1,0,19,2,0,2,3,10,0.0,696.304347826087,0.9565217391304348,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
18,0,10,3,4,2,3,1200,1,0,12,1,0,2,3,0,0.0,1200.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
28,0,16,2,2,4,1,5661,0,0,19,3,0,2,3,3,0.0,566.1,0.8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
31,0,7,3,2,4,4,6929,4,0,11,2,1,3,2,7,0.7777777777777778,629.9090909090909,0.7272727272727273,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
39,0,1,3,3,4,4,9613,0,0,17,1,3,5,2,10,0.15789473684210525,480.65,0.9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36,0,24,4,2,3,2,5674,7,0,15,3,1,3,3,8,0.0,472.8333333333333,0.75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,0,7,3,4,2,3,5484,1,0,14,3,1,3,2,8,0.2857142857142857,391.7142857142857,0.9285714285714286,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
38,0,25,2,1,2,2,12061,3,0,17,3,1,2,3,8,0.0,603.05,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58,0,1,4,4,1,3,5660,2,1,13,4,1,2,3,3,0.16666666666666666,435.38461538461536,0.38461538461538464,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,0,5,4,3,3,4,4821,0,1,12,3,1,4,3,2,0.0,688.7142857142857,0.7142857142857143,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
31,0,2,3,1,2,1,6410,3,0,12,4,0,1,3,2,0.3333333333333333,641.0,0.2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
45,0,7,3,1,3,1,5210,1,0,18,1,1,2,3,9,0.36,208.4,0.96,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
31,0,2,4,3,3,4,2695,0,1,18,2,1,2,1,2,0.6666666666666666,673.75,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33,0,5,4,4,3,2,11878,6,0,11,2,2,2,3,6,0.7272727272727273,913.6923076923077,0.7692307692307693,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
39,0,10,1,3,3,1,17068,1,1,14,4,0,3,3,9,0.5,775.8181818181819,0.9545454545454546,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
43,0,10,4,3,3,4,2455,0,0,19,1,0,5,3,7,0.1111111111111111,245.5,0.8,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49,0,1,2,3,2,3,13964,7,1,12,4,0,2,3,1,0.0,537.0769230769231,0.2692307692307692,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,1,8,4,3,2,2,4941,2,0,15,1,0,3,2,2,0.7777777777777778,411.75,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
27,0,5,3,3,3,2,2478,1,1,12,2,0,2,2,3,0.2,495.6,0.8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,8,2,3,2,2,5228,1,1,11,4,0,2,3,12,0.7857142857142857,373.42857142857144,0.9285714285714286,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
27,0,2,3,4,3,3,4478,1,1,11,1,0,3,3,4,0.0,746.3333333333334,0.8333333333333334,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
31,0,7,3,4,3,4,7547,4,0,12,4,3,3,3,7,0.125,539.0714285714286,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,0,2,4,1,4,4,5055,7,0,16,3,0,0,2,7,0.0,459.54545454545456,0.6363636363636364,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
28,1,2,4,1,1,4,3464,5,1,13,4,0,4,2,2,0.5,577.3333333333334,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
30,0,28,2,4,3,4,5775,1,0,13,4,2,2,3,8,0.09090909090909091,481.25,0.8333333333333334,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,7,2,3,2,3,8943,1,0,24,1,1,2,3,9,0.7272727272727273,813.0,0.9090909090909091,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39,0,7,2,3,2,4,19272,1,0,15,1,1,2,3,9,0.5909090909090909,876.0,0.9545454545454546,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
39,1,3,2,4,3,3,5238,4,1,18,1,0,3,2,0,0.0,402.9230769230769,0.07692307692307693,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
33,0,10,3,2,2,4,4682,3,0,14,3,0,6,2,7,0.0,468.2,0.7,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
47,0,5,5,4,3,3,18300,4,0,11,2,1,2,3,2,0.25,831.8181818181819,0.13636363636363635,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
43,0,10,4,3,2,3,5257,1,0,11,2,1,3,4,7,0.0,525.7,0.9,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,0,1,1,3,3,2,6349,0,1,13,4,1,0,3,4,0.16666666666666666,907.0,0.7142857142857143,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
54,0,20,4,4,3,3,4869,3,0,12,4,0,4,2,3,0.0,231.85714285714286,0.19047619047619047,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43,0,7,3,3,3,1,9985,8,0,16,1,1,1,2,0,0.0,907.7272727272727,0.09090909090909091,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,0,8,4,4,3,4,3697,9,0,14,1,2,3,3,9,0.8181818181818182,284.38461538461536,0.7692307692307693,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
40,0,1,2,2,1,4,7457,2,1,22,3,3,2,2,3,0.0,1065.2857142857142,0.5714285714285714,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
29,1,8,4,2,1,1,2119,1,1,11,4,0,4,2,7,0.0,264.875,0.875,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
29,0,9,5,2,2,4,3983,0,0,17,3,0,2,3,2,0.5,796.6,0.6,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
30,0,5,3,4,2,3,6118,1,0,13,3,3,2,3,9,0.09090909090909091,556.1818181818181,0.9090909090909091,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,8,4,2,3,2,6214,1,0,18,1,1,3,3,7,0.0,690.4444444444445,0.8888888888888888,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
37,0,5,2,4,3,4,6347,7,0,16,3,2,2,2,2,0.0,705.2222222222222,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
38,0,15,2,3,2,4,11510,0,1,14,2,1,3,3,10,0.16666666666666666,885.3846153846154,0.8461538461538461,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,0,7,4,3,3,4,7143,1,1,14,3,0,2,2,9,0.3333333333333333,595.25,0.9166666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
29,0,10,1,4,2,2,8268,1,1,14,1,2,2,3,7,0.125,1033.5,0.875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,0,5,4,3,3,2,8095,0,0,13,4,0,5,3,6,0.0,449.72222222222223,0.8888888888888888,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
23,0,26,1,3,3,4,2904,1,0,12,3,2,2,2,2,0.0,580.8,0.8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41,0,6,3,4,2,2,6032,6,1,15,4,0,3,3,4,0.16666666666666666,670.2222222222222,0.5555555555555556,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
47,0,4,1,2,3,3,2976,3,0,19,1,0,3,3,0,0.0,496.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
42,0,23,5,1,3,4,15992,2,0,14,2,0,2,3,0,0.0,940.7058823529412,0.058823529411764705,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29,0,2,3,4,3,3,4649,1,0,14,1,1,3,2,3,0.0,929.8,0.8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
42,0,2,1,3,3,3,2696,0,1,11,3,1,5,3,2,0.25,539.2,0.6,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32,0,2,3,3,3,2,2370,1,0,13,3,1,4,3,0,0.0,263.3333333333333,0.8888888888888888,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
48,0,29,1,1,3,3,12504,3,0,21,2,1,3,1,0,0.0,781.5,0.0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37,0,6,3,3,4,1,5974,4,1,13,1,2,2,3,7,0.75,426.7142857142857,0.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
30,0,25,2,4,3,3,4736,7,1,12,2,1,2,4,2,0.6666666666666666,947.2,0.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
26,0,1,3,3,3,3,5296,1,0,17,2,1,3,3,7,0.7777777777777778,588.4444444444445,0.8888888888888888,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
42,0,2,4,1,2,4,6781,3,0,23,2,0,6,3,0,0.0,452.06666666666666,0.06666666666666667,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
21,1,1,1,1,2,2,2174,1,1,11,3,0,3,3,2,0.25,543.5,0.75,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
36,0,1,5,4,3,4,6653,4,0,15,2,0,6,3,0,0.0,831.625,0.125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,0,3,4,1,2,4,9699,4,0,11,1,1,2,3,9,0.07142857142857142,570.5294117647059,0.7647058823529411,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
57,0,1,4,4,3,3,6755,2,0,11,3,0,2,3,2,0.25,422.1875,0.1875,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,10,4,4,4,3,2213,3,1,13,3,1,3,3,7,0.125,201.1818181818182,0.6363636363636364,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,0,9,2,1,3,4,2610,1,0,24,3,0,3,2,2,0.5,652.5,0.75,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
33,1,5,3,4,3,3,2851,1,1,13,2,0,2,3,0,0.0,1425.5,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,0,10,3,3,3,1,3452,6,0,20,2,1,3,3,4,0.0,191.77777777777777,0.2777777777777778,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
46,0,7,4,3,3,3,5258,2,0,14,3,0,2,4,0,0.0,657.25,0.125,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
41,1,4,3,1,3,2,9355,1,0,18,3,0,5,3,7,0.7777777777777778,1039.4444444444443,0.8888888888888888,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
50,0,10,3,4,2,4,10496,6,0,15,4,0,2,3,3,0.2,499.8095238095238,0.19047619047619047,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
40,1,22,2,3,2,3,6380,2,1,12,1,2,6,3,4,0.14285714285714285,708.8888888888889,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31,0,9,4,3,2,2,2657,0,1,16,4,0,5,3,2,0.6666666666666666,664.25,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21,1,12,3,3,4,2,2716,1,0,15,4,0,0,3,0,0.0,1358.0,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
29,0,23,3,4,3,4,2201,9,0,16,4,0,4,3,2,0.25,314.42857142857144,0.42857142857142855,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,0,9,4,3,2,2,6540,9,0,19,3,0,5,3,1,0.0,594.5454545454545,0.09090909090909091,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
27,0,1,2,4,3,2,3816,1,0,11,2,1,2,3,2,0.0,636.0,0.8333333333333334,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
28,0,9,4,2,3,4,5253,1,0,16,4,0,1,3,5,0.0,656.625,0.875,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
49,0,7,3,2,2,3,10965,8,0,24,3,0,2,3,2,0.0,406.1111111111111,0.18518518518518517,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
51,0,14,2,3,3,4,4936,4,0,11,3,1,2,2,7,0.0,259.7894736842105,0.3684210526315789,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,2,3,4,3,3,2543,4,0,13,2,1,3,3,2,0.6666666666666666,363.2857142857143,0.2857142857142857,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,1,19,3,1,4,4,5304,8,1,13,2,0,3,2,2,0.0,530.4,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,0,2,3,3,3,4,16659,2,1,13,3,0,2,3,4,0.16666666666666666,537.3870967741935,0.16129032258064516,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24,0,10,4,4,3,3,4260,1,1,12,4,1,2,4,2,0.0,710.0,0.8333333333333334,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,0,2,1,3,3,2,2476,1,0,18,1,1,3,3,0,0.0,1238.0,0.5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
26,1,3,1,3,3,1,3102,0,0,22,3,0,2,3,4,0.0,387.75,0.75,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
22,0,11,3,1,3,2,2244,1,0,13,4,1,1,3,1,0.3333333333333333,748.0,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
36,0,2,2,2,2,3,7596,1,0,13,2,2,2,3,9,0.8181818181818182,690.5454545454545,0.9090909090909091,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30,1,4,3,3,3,4,2285,9,1,23,3,0,4,3,0,0.0,571.25,0.25,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
37,0,14,3,4,3,1,3034,1,0,12,3,1,2,2,7,0.631578947368421,159.68421052631578,0.9473684210526315,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0,2,2,4,3,2,5715,7,0,12,3,2,5,3,4,0.16666666666666666,635.0,0.5555555555555556,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,0,1,4,2,3,1,2576,3,0,16,2,1,5,3,2,0.16666666666666666,286.22222222222223,0.5555555555555556,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,0,10,4,3,3,2,4197,2,1,12,4,0,2,2,0,0.0,220.89473684210526,0.05263157894736842,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
43,0,12,3,1,2,2,14336,1,0,11,3,1,3,3,10,0.11538461538461539,551.3846153846154,0.9615384615384616,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40,0,2,3,2,2,3,3448,6,0,22,2,1,3,3,0,0.0,164.1904761904762,0.047619047619047616,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
54,0,5,2,1,3,1,19406,4,0,11,3,1,4,2,2,0.2,776.24,0.16,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
34,0,4,4,3,3,3,6538,9,0,15,1,1,3,3,2,0.25,934.0,0.42857142857142855,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,7,2,2,3,1,4306,1,0,12,2,1,5,1,10,0.21428571428571427,307.57142857142856,0.9285714285714286,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
43,0,21,3,4,3,4,2258,7,0,20,1,1,1,3,2,0.25,250.88888888888889,0.3333333333333333,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
43,0,8,4,3,3,3,4522,4,1,14,4,0,3,3,2,0.0,502.44444444444446,0.5555555555555556,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,2,2,2,4,4487,1,1,11,2,0,3,3,4,0.16666666666666666,747.8333333333334,0.8333333333333334,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
37,0,25,5,2,3,3,4449,3,1,15,1,2,2,3,11,0.7142857142857143,278.0625,0.8125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,0,1,2,4,2,1,2218,1,0,12,3,1,3,3,2,0.6,443.6,0.8,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39,0,1,1,2,3,3,19197,1,1,14,3,1,3,3,8,0.045454545454545456,872.5909090909091,0.9545454545454546,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
56,0,6,3,3,4,1,13212,9,0,11,4,3,0,2,7,0.875,357.0810810810811,0.1891891891891892,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,0,12,3,2,3,3,6577,0,0,11,2,0,6,3,4,0.6666666666666666,939.5714285714286,0.7142857142857143,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
41,0,1,3,2,4,1,8392,1,0,16,3,1,2,3,7,0.0,762.9090909090909,0.9090909090909091,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
28,0,17,2,3,3,1,4558,1,0,12,4,1,2,3,0,0.09090909090909091,414.3636363636364,0.9090909090909091,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
25,1,3,3,1,3,1,4031,5,0,13,3,1,5,3,2,0.0,575.8571428571429,0.2857142857142857,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
52,0,3,3,4,2,3,7969,2,1,14,3,0,4,3,4,0.0,274.7931034482759,0.1724137931034483,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
45,0,10,2,1,3,4,2654,3,0,21,4,2,3,2,2,0.0,294.8888888888889,0.2222222222222222,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
52,0,4,2,4,3,4,16555,2,0,13,4,0,2,1,2,0.16666666666666666,517.34375,0.15625,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
42,0,29,2,1,3,3,4556,2,0,11,2,1,3,3,4,0.0,227.8,0.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,2,3,3,1,4,6091,2,0,20,3,0,2,3,4,0.0,507.5833333333333,0.4166666666666667,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,0,7,3,1,3,1,19566,5,0,11,4,0,5,1,8,0.36666666666666664,575.4705882352941,0.8529411764705882,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46,0,18,3,3,3,3,4810,2,0,14,3,1,5,2,7,0.0,240.5,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,28,4,4,2,4,4523,0,0,11,4,3,4,4,5,0.0,565.375,0.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
24,1,1,1,1,3,2,3202,1,1,16,2,0,4,3,3,0.16666666666666666,457.42857142857144,0.7142857142857143,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34,1,6,2,4,1,3,2351,0,0,16,4,1,3,2,2,0.3333333333333333,587.75,0.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,0,2,2,4,3,4,1702,1,1,23,3,1,3,3,0,0.0,851.0,0.5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
40,0,2,4,3,3,3,18041,0,0,14,4,0,2,3,15,0.047619047619047616,820.0454545454545,0.9090909090909091,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
26,0,23,3,1,3,4,2886,1,0,22,2,2,3,1,2,0.0,721.5,0.75,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,0,3,3,3,3,4,2097,4,0,15,3,1,3,1,3,0.16666666666666666,209.7,0.5,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
29,0,3,4,2,2,3,11935,1,0,18,3,0,2,3,2,0.0,1085.0,0.9090909090909091,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
29,1,25,5,3,2,2,2546,5,0,16,2,0,2,4,2,0.3333333333333333,363.7142857142857,0.2857142857142857,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
19,1,2,2,1,2,4,2564,1,0,12,3,0,3,4,0,0.0,1282.0,0.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
30,0,22,4,3,3,1,8412,0,0,11,3,0,3,3,8,0.7,764.7272727272727,0.8181818181818182,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
57,0,29,3,1,2,4,14118,3,0,12,3,1,3,2,0,0.0,427.8181818181818,0.030303030303030304,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50,0,29,4,2,2,3,17046,0,0,15,2,1,2,3,10,0.5357142857142857,587.7931034482758,0.9310344827586207,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
30,0,2,3,3,3,4,2564,0,0,14,3,0,2,2,7,0.5,197.23076923076923,0.8461538461538461,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0,28,3,3,2,1,10266,4,0,19,4,0,5,4,13,0.6842105263157895,446.3478260869565,0.782608695652174,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,0,2,2,1,3,4,5070,5,0,13,3,3,2,3,0,0.0,241.42857142857142,0.23809523809523808,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,2,3,1,3,3,17861,6,0,13,3,0,2,1,2,0.0,661.5185185185185,0.1111111111111111,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
35,0,22,3,4,1,3,4230,0,0,15,3,0,2,3,4,0.6666666666666666,604.2857142857143,0.7142857142857143,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
54,0,8,4,3,3,3,3780,7,0,11,3,0,3,3,0,0.0,189.0,0.05,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0,2,4,4,2,3,2768,3,0,12,3,1,3,3,3,0.625,184.53333333333333,0.4666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46,0,10,3,3,2,4,9071,2,1,19,3,1,3,3,2,0.25,566.9375,0.1875,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,0,9,1,3,3,2,10648,1,0,25,4,1,6,4,8,0.0,760.5714285714286,0.9285714285714286,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
